season,variable,model,region,init_date,scale,lead,week,event,brier,brier_clim,briss_clim,base_rate
JFM2026,Z500,SPIRE,northwest_india,2026-02-19,weekly,4,Week 4,z500_above_normal,0.31336325542969695,0.11111111111111113,-1.820269298867272,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-02-26,weekly,4,Week 4,z500_above_normal,0.21954515196686608,0.11111111111111113,-0.9759063677017943,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-05,weekly,4,Week 4,z500_above_normal,0.11742145092416992,0.11111111111111113,-0.05679305831752912,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-12,weekly,4,Week 4,z500_above_normal,0.13077730384041286,0.11111111111111113,-0.17699573456371542,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-19,weekly,4,Week 4,z500_above_normal,0.030539603787316596,0.11111111111111113,0.7251435659141507,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-26,weekly,4,Week 4,z500_above_normal,0.10720670382253462,0.11111111111111113,0.03513966559718862,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-01,weekly,5,Week 5,z500_above_normal,0.22148424186541155,0.11541137033720042,-0.9190851058981038,0.012900777678267916
JFM2026,Z500,SPIRE,northwest_india,2026-01-08,weekly,5,Week 5,z500_above_normal,0.29867409149662355,0.1294671661510409,-1.3069485520999198,0.055068165119789354
JFM2026,Z500,SPIRE,northwest_india,2026-01-15,weekly,5,Week 5,z500_above_normal,0.20705715664832994,0.1344632010175544,-0.5398797223435001,0.07005626971932992
JFM2026,Z500,SPIRE,northwest_india,2026-01-22,weekly,5,Week 5,z500_above_normal,0.19405652085083405,0.11974733561333488,-0.6205498006021957,0.025908673506671216
JFM2026,Z500,SPIRE,northwest_india,2026-01-29,weekly,5,Week 5,z500_above_normal,0.26884248690021234,0.13450477692020454,-0.9987579107298481,0.0701809974272803
JFM2026,Z500,SPIRE,northwest_india,2026-02-05,weekly,5,Week 5,z500_above_normal,0.22774813079425787,0.13696508009052663,-0.6628189509598248,0.07756190693824652
JFM2026,Z500,SPIRE,northwest_india,2026-02-12,weekly,5,Week 5,z500_above_normal,0.26085275290697246,0.11111111111111113,-1.3476747761627519,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-02-19,weekly,5,Week 5,z500_above_normal,0.2700022572748238,0.11111111111111113,-1.430020315473414,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-02-26,weekly,5,Week 5,z500_above_normal,0.21543866592142275,0.11111111111111113,-0.9389479932928044,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-05,weekly,5,Week 5,z500_above_normal,0.19203174394410993,0.11111111111111113,-0.728285695496989,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-12,weekly,5,Week 5,z500_above_normal,0.12168519747899192,0.11111111111111113,-0.09516677731092704,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-19,weekly,5,Week 5,z500_above_normal,0.060706281460129914,0.11111111111111113,0.45364346685883083,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-26,weekly,5,Week 5,z500_above_normal,0.17116535513792946,0.11696859703000176,-0.46334451711023394,0.017572457756671905
JFM2026,Z500,SPIRE,northwest_india,2026-01-01,weekly,6,Week 6,z500_above_normal,0.2571284700845027,0.1294671661510409,-0.9860515814838156,0.055068165119789354
JFM2026,Z500,SPIRE,northwest_india,2026-01-08,weekly,6,Week 6,z500_above_normal,0.35194119756720454,0.1344632010175544,-1.617379289678356,0.07005626971932992
JFM2026,Z500,SPIRE,northwest_india,2026-01-15,weekly,6,Week 6,z500_above_normal,0.22499263539469494,0.11974733561333488,-0.8788947097845916,0.025908673506671216
JFM2026,Z500,SPIRE,northwest_india,2026-01-22,weekly,6,Week 6,z500_above_normal,0.2842855954982158,0.13450477692020454,-1.1135724842461863,0.0701809974272803
JFM2026,Z500,SPIRE,northwest_india,2026-01-29,weekly,6,Week 6,z500_above_normal,0.30560751958985066,0.13696508009052663,-1.2312805525894657,0.07756190693824652
JFM2026,Z500,SPIRE,northwest_india,2026-02-05,weekly,6,Week 6,z500_above_normal,0.24928513316134407,0.11111111111111113,-1.243566198452096,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-02-12,weekly,6,Week 6,z500_above_normal,0.21517911323698516,0.11111111111111113,-0.936612019132866,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-02-19,weekly,6,Week 6,z500_above_normal,0.20953030310187362,0.11111111111111113,-0.8857727279168621,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-02-26,weekly,6,Week 6,z500_above_normal,0.20720855230023602,0.11111111111111113,-0.8648769707021238,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-05,weekly,6,Week 6,z500_above_normal,0.18907225901620278,0.11111111111111113,-0.7016503311458246,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-12,weekly,6,Week 6,z500_above_normal,0.10806815122818443,0.11111111111111113,0.027386638946340303,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-19,weekly,6,Week 6,z500_above_normal,0.15838964736206848,0.11696859703000176,-0.35412111783680245,0.017572457756671905
JFM2026,Z500,SPIRE,northwest_india,2026-03-26,weekly,6,Week 6,z500_above_normal,0.10571603442085514,0.11111111111111113,0.04855569021230388,0.0
JFM2026,Z500,SPIRE,south_peninsula,2026-01-01,weekly,1,Week 1,z500_above_normal,0.016326699047803987,0.11111111111111113,0.8530597085697642,0.0
JFM2026,Z500,SPIRE,south_peninsula,2026-01-08,weekly,1,Week 1,z500_above_normal,0.582273040325506,0.11111111111111113,-4.240457362929552,0.0
JFM2026,Z500,SPIRE,south_peninsula,2026-01-15,weekly,1,Week 1,z500_above_normal,0.008437854173421726,0.11111111111111113,0.9240593124392045,0.0
JFM2026,Z500,SPIRE,south_peninsula,2026-01-22,weekly,1,Week 1,z500_above_normal,0.2332813073300656,0.11111111111111113,-1.0995317659705899,0.0
JFM2026,Z500,SPIRE,south_peninsula,2026-01-29,weekly,1,Week 1,z500_above_normal,0.29538544824566837,0.11111111111111113,-1.6584690342110147,0.0
JFM2026,Z500,SPIRE,south_peninsula,2026-02-05,weekly,1,Week 1,z500_above_normal,0.2876174335987063,0.11111111111111113,-1.5885569023883561,0.0
JFM2026,Z500,SPIRE,south_peninsula,2026-02-12,weekly,1,Week 1,z500_above_normal,0.15745925625867796,0.11111111111111113,-0.4171333063281013,0.0
JFM2026,Z500,SPIRE,south_peninsula,2026-02-19,weekly,1,Week 1,z500_above_normal,3.2046369342381146e-05,0.11111111111111113,0.9997115826759185,0.0
